id,vehicle_type,registration_number,capacity_kg,fuel_type,operating_cost_per_km,is_active
3423e475-c0a7-4292-902c-b7929c4a7f68,scooter,IND-5247,23.0,gasoline,4.46,True
69815499-6d3c-4569-a787-2ba7afc57245,bike,IND-4328,23.0,none,4.67,True
48d314b0-bcf7-49bd-86d9-33758e61e2b0,van,IND-2303,799.0,electric,7.9,True
1bf37628-ebbf-4c7d-b460-6208c9613c9e,bike,IND-9353,24.0,none,6.42,True
0ddd1565-124b-437b-ae75-791b72acb93c,scooter,IND-1849,25.0,gasoline,4.26,True
a96e1b74-8036-4e3a-af43-5adebd624f03,van,IND-8756,729.0,electric,7.33,True
2c7eb705-67c2-41d5-8948-44be58733ce6,scooter,IND-9999,11.0,electric,2.33,True
f2d0c80b-5b41-4e3a-aa68-c773feeae82b,bike,IND-7030,23.0,none,3.54,True
3e6b0e61-96c4-4d38-8c87-f3ae15ae0b31,scooter,IND-5896,20.0,gasoline,2.66,True
8d8b9e20-92ed-4dcb-bdaf-522600156ff3,bike,IND-5418,11.0,none,3.18,True
b5a2ab13-55f9-4d5f-900d-d7e8e9262912,scooter,IND-6354,18.0,gasoline,6.33,True
6db11c0b-8b9a-4c08-a985-b87a5272ee73,van,IND-6765,442.0,gasoline,6.0,True
644858a0-4938-41c8-a3ac-46e0a800fb8c,scooter,IND-4374,15.0,gasoline,3.21,True
69ead88f-58ec-4c91-b8e8-e644e1921bd6,scooter,IND-1072,24.0,electric,5.11,True
53b563f0-7627-4d8a-9410-e67121e74b1b,bike,IND-2614,18.0,none,4.06,True
a761982c-b889-4a7f-be75-061b07c0097c,scooter,IND-4315,12.0,electric,5.79,True
4658ef1f-1640-460d-85ae-314fe871a075,scooter,IND-7192,25.0,gasoline,2.35,True
3eb10b9b-ee8b-4985-ae67-decd8795a626,van,IND-7894,488.0,gasoline,7.75,True
d448911a-b412-49e6-b1c6-5381b9837817,scooter,IND-6679,15.0,electric,3.27,True
1e64c8e6-fb09-49fc-919e-34d0a408a3d1,bike,IND-8018,12.0,none,7.75,True
f532b49a-81f5-4df4-ba28-e2c9555e3062,scooter,IND-4135,14.0,electric,5.52,True
d0b70db9-a1ef-4a01-be36-3517241f0cbc,van,IND-9978,693.0,electric,2.6,True
45acc738-e9c6-4b9a-8dea-b21bb117fe7d,scooter,IND-9693,19.0,diesel,6.86,True
506a0a8e-6117-4168-a0dd-d46bb78a0e05,bike,IND-9161,17.0,none,4.87,True
e9b9df12-fccd-429b-84e9-8a16b9469222,scooter,IND-4202,25.0,gasoline,5.14,True
878655b4-60db-4b71-8f8d-b283149c2ff4,scooter,IND-7912,15.0,electric,2.59,True
7ffc19bc-99ed-45ac-8edd-a670eee4b868,van,IND-9287,713.0,gasoline,3.97,True
b240c203-f054-405c-b935-bf2b39535afe,scooter,IND-3630,17.0,electric,5.53,True
de9bdae3-d8d4-44c4-b8ee-f3a497e9408d,van,IND-3834,356.0,gasoline,4.49,True
1a623654-4484-4423-95b0-68cdeaf724b4,scooter,IND-6540,18.0,diesel,7.14,True
88c3a323-614c-4013-a424-bf6de8723b57,bike,IND-3779,14.0,none,6.08,True
7b0c9db1-7e0d-490b-8da0-e04d93288736,bike,IND-7941,23.0,none,4.26,True
e304ddc8-bab3-4a33-afe5-0a442d5a6ab8,scooter,IND-9699,14.0,electric,3.97,True
73cbf30d-5f16-4561-8851-176b169336f2,bike,IND-1552,15.0,none,3.54,True
141e690a-be58-4f03-a46f-7437c0580288,scooter,IND-7791,24.0,electric,6.81,True
aa9484a4-fedc-4efd-8ba0-f1278835df7b,bike,IND-9133,24.0,none,4.15,True
e95fdb5e-d97a-4bc6-9f12-5184fa28cd68,bike,IND-9002,20.0,none,3.45,True
f60a5b1e-276e-4b91-9737-d5287b8c1da0,van,IND-5872,460.0,electric,5.29,True
39cc927a-2c59-4278-aac1-3b737c73f3c0,scooter,IND-7399,11.0,electric,5.82,True
7d712574-0f18-47da-bd20-f45596edb6c5,bike,IND-5309,19.0,none,3.58,True
0deb7980-ee10-4010-89b2-cbcdabbe1c5a,bike,IND-8050,11.0,none,2.35,True
ba069599-8709-467c-b06a-0b4b90b37bb0,bike,IND-8845,22.0,none,7.7,True
4f9aab4a-3f83-4001-991b-4408b9f73375,van,IND-1152,303.0,gasoline,7.39,True
f6197846-2ab0-4db0-bd7f-78475f23bf70,van,IND-7802,688.0,electric,3.51,True
fd092a4b-c416-4ab5-97b6-cc0ce1e8354c,bike,IND-5075,13.0,none,5.62,True
b1d32522-011d-42d5-8462-3b8847ae0bb1,scooter,IND-3347,21.0,electric,7.9,True
2155ef5c-ffe5-4893-80a3-7f48038de481,scooter,IND-5688,18.0,electric,5.3,True
1cc7b7c8-a860-4e6d-b4f8-4987fc29a2a0,bike,IND-1605,16.0,none,4.01,True
74b50e9a-a514-4b10-896f-89f27d520c8d,bike,IND-7955,24.0,none,6.79,True
a719c107-24cb-4b66-a3b9-acfffa5dd79b,scooter,IND-8100,13.0,electric,3.0,True
f4843b1a-a349-45af-b7e6-4e65b0ed85b4,bike,IND-9211,25.0,none,7.61,True
626e9b08-1ac4-4243-a007-edecf7209e3b,van,IND-9684,651.0,diesel,3.21,True
928f249c-d3d6-4dc0-8b3d-964b786524f4,van,IND-6392,489.0,diesel,6.44,True
2983d9c9-0bcf-4bab-a59c-72aaa20cf489,bike,IND-4758,15.0,none,7.18,True
a5aa5e88-98b4-46eb-bdcf-410c0f3154d4,van,IND-7892,489.0,gasoline,2.77,True
3e3f67c5-eedc-466c-9728-a04180b371a9,scooter,IND-9712,13.0,diesel,7.57,True
480930f9-80ef-4790-8012-eb1b0a0f758e,bike,IND-6934,22.0,none,7.85,True
18a073a0-7975-4058-8367-f51129dab729,scooter,IND-9999,24.0,diesel,4.4,True
62b02d98-257c-49d3-a510-07fb2e8ccce0,bike,IND-9284,16.0,none,4.43,True
876f7daf-2abb-4494-8477-296c8f91c63d,van,IND-3460,439.0,gasoline,3.12,True
3ec21d69-0f34-49c9-8a27-044e01133150,scooter,IND-3426,23.0,electric,6.5,True
16f438b9-2e4d-4ecb-adc2-ae3386b8a23d,scooter,IND-6339,22.0,electric,7.95,True
3261fef2-70b7-4aeb-9408-22aadc5a1361,bike,IND-1325,22.0,none,3.21,True
e3dda9af-ec9c-4465-a9e1-d00278e20bcf,bike,IND-1584,12.0,none,2.63,True
d8b882b5-87ea-4ed8-ae3b-7154c3a9719d,van,IND-2283,480.0,gasoline,5.86,True
5f6a041b-12af-474a-a297-2cbbe4c2631b,bike,IND-5745,11.0,none,7.61,True
6d775eaf-3bc2-434d-a037-dcb13b5630ab,scooter,IND-9802,21.0,gasoline,2.73,True
4095459e-ec61-4db7-99d6-2da665404ec9,bike,IND-1798,20.0,none,6.37,True
e4129501-4817-457b-918c-277e8c3d034b,van,IND-5143,427.0,gasoline,6.42,True
319130f5-a0be-49e9-99f4-0262c07d81b0,bike,IND-4728,25.0,none,2.14,True
e4b5453a-b35e-4a69-8ea5-10860b735a0a,scooter,IND-2024,14.0,diesel,3.57,True
eb2a836b-129c-48e9-9eae-2b5099e40e8d,van,IND-3046,696.0,diesel,4.88,True
f84fe5aa-1ad5-4603-abd0-becc89f23a15,scooter,IND-6083,18.0,gasoline,5.75,True
cbe6c87f-9e40-4a53-88b7-ef9f07cda4ef,scooter,IND-8524,10.0,diesel,3.52,True
9b0a32e5-db69-4b81-bd4a-3e7ab8e28c43,bike,IND-8883,10.0,none,5.88,True
357ba425-49c2-41f7-96a1-e56cedf6135b,scooter,IND-1114,21.0,diesel,4.5,True
c01c2dba-316f-48d6-b62c-8d83362b7a61,van,IND-6801,621.0,electric,5.52,True
dbc921ac-81b4-4a0a-881d-e6f850fd4b5e,bike,IND-8876,11.0,none,5.5,True
25f60a4b-2f84-4198-8d02-873c7b23ce04,bike,IND-6533,20.0,none,4.33,True
fcc6b4e0-6d6f-4118-b6ae-c936cf3e5b6a,bike,IND-3454,25.0,none,6.47,True
d4a0353d-a002-41df-89a8-adda7a9bff1d,van,IND-4949,532.0,electric,7.49,True
625b5aeb-bff4-47a2-8e29-a83a3d554d38,van,IND-3269,684.0,electric,4.57,True
793adf50-665a-4bba-8a58-7079a5dbd9a1,scooter,IND-2467,22.0,gasoline,2.18,True
34eaf0db-cd86-4d37-8c1a-0a931287ac10,scooter,IND-3765,14.0,gasoline,4.49,True
5895d135-189c-4a68-992d-439f74464788,bike,IND-7549,13.0,none,7.97,True
552941dd-1bce-419c-a927-dd62974a24a3,bike,IND-5060,11.0,none,4.52,True
329b201d-3000-4a46-b930-f91519c267de,scooter,IND-5583,19.0,gasoline,7.81,True
da041581-e2a9-4024-bb93-f19913b01032,bike,IND-1028,22.0,none,7.91,True
6a524cbf-80a6-4599-845e-bcdc935c5a48,bike,IND-5567,20.0,none,6.67,True
d7279238-7783-40b0-a2da-dce205dac52f,scooter,IND-4748,13.0,electric,7.96,True
7860f2a0-4e2c-49f5-8f99-00bfa5816fc4,scooter,IND-9898,21.0,electric,5.74,True
5efb11e2-72b2-44d5-90d2-5e2f362ea20d,van,IND-9465,625.0,electric,7.59,True
ad0a849d-609a-4bff-9e3c-b9e4763cb264,scooter,IND-1293,18.0,electric,4.83,True
b0607f11-f01c-4494-845f-6046b0e850ef,bike,IND-7513,11.0,none,6.71,True
b5604318-cfa7-45c4-8869-7bc8616b8883,scooter,IND-7316,13.0,diesel,3.99,True
1d4d37c8-56c4-4b26-8224-d9d642a1832d,bike,IND-3516,10.0,none,2.79,True
b952a32f-382f-4f36-9cf4-71af63d499d1,scooter,IND-6276,25.0,electric,6.27,True
68e536b9-a014-40e9-aa51-d35489ca32f0,van,IND-4973,588.0,diesel,5.59,True
e5281b52-3c07-4213-b57f-f75a473d5093,bike,IND-7359,20.0,none,3.62,True
923c69ce-7b62-4358-b8d6-1738c024158e,scooter,IND-2704,10.0,gasoline,2.01,True
ec46a173-c76c-4655-a80b-9bc7f94de3f0,scooter,IND-3987,13.0,diesel,6.04,True
bf2e5f81-7da1-42d1-8259-8f79e31c0d05,van,IND-1590,468.0,gasoline,5.08,True
2c101ac8-95d9-49eb-a967-af50de1f438f,bike,IND-2620,21.0,none,6.23,True
823aff76-20b2-4404-a835-c58f2c947adf,scooter,IND-1022,12.0,electric,2.73,True
afd9aa30-b365-4f33-a58f-08177a4be7ff,bike,IND-5993,22.0,none,7.48,True
a34ebd7b-9264-4390-80f3-3d1c64389014,bike,IND-5394,15.0,none,3.61,True
e4f8b424-9ae7-41b0-b67d-f88d2f5606e9,scooter,IND-2320,10.0,electric,4.59,True
2c5d1566-70fc-4352-816e-2b9698e05344,scooter,IND-8706,22.0,electric,7.53,True
d6747414-6a14-4309-93c0-a07efe461eab,bike,IND-7227,22.0,none,6.47,True
2b24880c-802e-4582-a266-76a8543393e7,van,IND-9306,358.0,gasoline,3.57,True
15a387bb-f7c9-487a-9f99-c01a9b6ec9ed,bike,IND-8008,23.0,none,4.83,True
410f92f0-3f43-4c86-b6e2-38d1c6016280,scooter,IND-7377,19.0,gasoline,3.42,True
bd3b0058-3066-45de-8c82-1cffebc5bb32,bike,IND-2338,12.0,none,3.87,True
10b5e4ae-9b84-4bea-93f2-02aadccfd036,bike,IND-9936,18.0,none,3.16,True
3cc5c412-6ae7-4009-b5d5-d7e95e80075a,scooter,IND-7000,18.0,gasoline,3.41,True
b87f5d77-68aa-4532-8196-fefd98196f42,bike,IND-2708,20.0,none,7.22,True
e982394e-d769-46d1-a4a4-3376a1b035b9,scooter,IND-5972,19.0,electric,4.8,True
8597b7ff-1ead-4095-90a3-cded80fef660,bike,IND-6955,25.0,none,6.34,True
124dfa97-8ded-4c3d-a97d-77eeb0ad2eb1,scooter,IND-8533,13.0,gasoline,6.06,True
50e96595-4c41-4d41-8e75-dc078d71239e,bike,IND-2031,19.0,none,4.4,True
2aaf2330-e6f4-4779-bf54-1a32ef22b5bb,bike,IND-5452,25.0,none,4.16,True
b6427b2d-51f6-4bcb-a66b-86dc70056aee,scooter,IND-9714,23.0,diesel,6.47,True
79b63bc8-a625-45e1-8be0-8d9529837802,van,IND-9401,401.0,electric,3.62,True
ebd9d8bf-fb05-40dd-b4dc-c1c5f165fa39,bike,IND-6744,11.0,none,5.97,True
4f42af42-787a-4d30-9cc7-b8c19ad84af6,van,IND-6124,416.0,gasoline,5.91,True
63a43f10-d858-495f-a149-5e001e70c4e2,scooter,IND-8167,13.0,diesel,2.74,True
35c88f91-9cdb-41df-94d4-e49e07fbe19f,scooter,IND-3042,10.0,electric,3.58,True
e374d209-2a63-4242-8d03-201ac45f37b9,bike,IND-2491,18.0,none,2.68,True
74ad6ad3-40de-404a-a401-74046fdaaa0d,van,IND-8750,427.0,diesel,4.8,True
563aeffd-07a8-404c-be65-aadd5530e1b4,scooter,IND-3714,20.0,electric,5.19,True
d062cb63-86e8-4e80-819d-be18fc0a1df6,scooter,IND-5530,22.0,electric,6.1,True
ae66b047-3c5c-4547-bba5-491410a4aab9,scooter,IND-7990,10.0,diesel,4.61,True
813511d5-0d84-417c-9525-6f53b93c986c,scooter,IND-5478,17.0,electric,7.01,True
28267662-2082-4ac7-ac9f-3b3cf472481b,scooter,IND-5277,16.0,diesel,2.26,True
45d3e9b1-604c-4d65-bf2b-7c5213f263ca,bike,IND-3951,14.0,none,2.91,True
ac186953-b01f-44e0-b3ac-2f5c371f3cc7,bike,IND-9447,10.0,none,2.48,True
48403291-d184-4764-8b20-bbe5c332ac82,scooter,IND-2854,18.0,gasoline,4.82,True
76800bcd-dec6-48b4-a4cf-dd7cbc755716,bike,IND-3102,17.0,none,7.51,True
17e46962-19ed-43d2-b6d4-0cc5bd1a6677,scooter,IND-8403,17.0,electric,3.02,True
96ad0319-74f3-4f80-bf17-bb1fd8811092,van,IND-3527,363.0,electric,7.34,True
7f07ed4c-73aa-490e-9e19-83b1b430baed,van,IND-9728,648.0,electric,6.54,True
6c6ac808-a8b6-44fc-93df-bda4f4da82b1,van,IND-9289,301.0,diesel,2.87,True
c7576484-434a-4183-9e47-9e56d19fb7bb,scooter,IND-5395,18.0,gasoline,7.36,True
ec72baba-68ef-423f-9f73-ecd8bd55552f,bike,IND-2360,11.0,none,6.56,True
986317cc-c516-4697-8d3d-f11554209e00,bike,IND-9037,20.0,none,6.07,True
b20c90b4-2ae1-4843-983d-96f080201d7b,bike,IND-7176,10.0,none,5.26,True
1b931bd9-bf8e-48b3-a151-223e7fb8f549,bike,IND-4739,15.0,none,4.99,True
6e312abf-790b-4845-83bf-46dc0d9b89f8,bike,IND-4665,13.0,none,6.17,True
b337d298-14dc-431d-8b7c-ff5eb9989c0e,bike,IND-1428,14.0,none,5.82,True
8d392c0d-8790-4d81-83ca-fc4445c4e73a,bike,IND-1477,20.0,none,3.15,True
944a7e7b-88b3-48e7-89a5-390542f15ffb,van,IND-7610,545.0,diesel,4.7,True
de679365-f515-49ac-b6da-e4e93d2b9be7,bike,IND-3074,11.0,none,3.04,True
ddb52089-7115-422a-925e-8381ad6e1935,bike,IND-7823,23.0,none,4.09,True
9eec2dfa-8c3e-4983-a8ec-946f52d4fc98,bike,IND-1754,23.0,none,2.59,True
3663f3f7-6e65-40ec-8aa6-43e5180e7df7,van,IND-8836,649.0,gasoline,5.11,True
c31d32ef-b59f-4f77-9265-78c8926bc506,van,IND-3504,334.0,gasoline,3.12,True
4751d34c-10b7-4db2-9fce-8f639e0d26aa,bike,IND-4592,20.0,none,3.51,True
a4bfd432-0650-4376-8ad6-dafead537696,scooter,IND-3979,18.0,gasoline,2.97,True
5b8bd96e-8531-41ce-9416-cd331850881c,bike,IND-8364,13.0,none,5.91,True
9c416007-6831-4bc2-8ea1-545272d2c500,scooter,IND-1931,24.0,gasoline,2.69,True
97f97b03-f101-41f2-94e8-069838fc57ec,bike,IND-4983,22.0,none,3.67,True
7ab45b71-681f-4f1f-980b-8dda40773561,bike,IND-8816,24.0,none,7.91,True
2617f7bd-08d7-46e2-96a9-21a49e021b91,bike,IND-1045,24.0,none,3.88,True
2e51c10c-9600-4686-a752-078342489717,scooter,IND-4352,24.0,electric,7.89,True
24596b23-d786-4e39-97c6-46d1d4d124d6,scooter,IND-5197,16.0,electric,3.46,True
34c59887-8b41-46fe-be30-0163ee1a2d70,bike,IND-3526,11.0,none,2.82,True
374d6abc-6948-47fb-8188-91317184a9f6,scooter,IND-2243,21.0,gasoline,6.38,True
bba94db6-660a-40e3-aa24-873d50fb3c2c,scooter,IND-1132,21.0,gasoline,2.34,True
7538a7aa-5eeb-45b8-9920-a7e8cb937317,scooter,IND-1418,22.0,electric,4.76,True
3df14621-a203-4ba8-8c27-2c826bd34f9c,scooter,IND-5854,13.0,diesel,2.92,True
8b1aed73-e7bc-45f9-bcb0-dd8c5f8eba18,bike,IND-2433,21.0,none,3.56,True
0783fd61-cae9-4e21-8325-314527cf84fd,bike,IND-6445,19.0,none,6.64,True
0f52cba4-2413-45f1-80e8-cd9801d3f872,scooter,IND-6304,21.0,diesel,5.57,True
d14bc3ec-2800-451c-af9d-7158bc2331e6,scooter,IND-9195,12.0,gasoline,4.0,True
9498a9ac-395a-474c-9f3f-c5d428b228f5,bike,IND-1083,20.0,none,4.65,True
9325c6b0-ace7-45f1-bbec-269e2f9ba362,scooter,IND-2749,19.0,electric,4.63,True
24bf6789-f74c-4a18-adc4-5e8fe9a91202,scooter,IND-1071,15.0,diesel,4.9,True
7ef24737-a25a-487d-a07e-34da51c2869b,van,IND-5403,800.0,electric,3.65,True
5317b1b1-af01-408c-a1cb-bf26d0c53036,scooter,IND-4302,21.0,gasoline,4.73,True
58107864-2285-4cbd-8c64-1c235d11a38a,van,IND-6518,315.0,diesel,7.02,True
7c78689c-c78c-4b76-9a12-51d4dc683354,van,IND-9750,719.0,electric,2.3,True
2607f091-3fed-4f53-9217-f6ea8a54faa5,van,IND-4580,666.0,diesel,7.4,True
de50d237-9660-4753-980e-ae91494ab731,bike,IND-3601,12.0,none,2.83,True
ebb77b2c-4c51-4be7-9783-473b92296bdb,bike,IND-6632,23.0,none,4.97,True
36541e2a-91e6-47d6-b082-b2a068db9f9e,scooter,IND-8053,24.0,gasoline,5.37,True
7609fee5-a028-4a23-be89-0c1eb66749ec,van,IND-1686,648.0,diesel,4.02,True
248217f7-501c-42b3-bd59-c80b2faca0fa,bike,IND-4651,25.0,none,6.91,True
a5df8038-b5d5-48e8-b6f6-1c655d1ab673,bike,IND-3755,21.0,none,5.55,True
1c313b31-e951-4ef8-8cdb-4ade806734cd,scooter,IND-4422,11.0,diesel,5.31,True
cae73289-33f1-4c8e-ab3d-663ba88e0241,scooter,IND-3743,25.0,electric,3.04,True
3dc6352b-c699-42c6-bade-33dae685a185,scooter,IND-3238,17.0,electric,3.06,True
4cb28a61-5092-4d1a-ae1e-f7892274ff1f,scooter,IND-5251,25.0,electric,5.6,True
5f222c36-d6a3-43f4-99a7-1461d44cb765,bike,IND-6606,13.0,none,6.03,True
84411990-b75f-4508-845b-e8765cf33a2b,bike,IND-1819,14.0,none,6.63,True
807e1234-868f-4bd6-9cd9-8408e08fc409,bike,IND-8968,23.0,none,4.32,True
4fcf99d9-7fd1-4418-bfe9-8d09ee932ede,van,IND-8510,467.0,diesel,5.79,True
20a623b1-3e21-4d3e-ad4a-42b7a68ab1f4,scooter,IND-1474,12.0,gasoline,5.55,True
71b00968-67c6-4ede-8be7-34d48e0a069f,scooter,IND-8204,11.0,gasoline,3.16,True
e1b7148b-2efe-43a6-be2c-c819eba50daf,bike,IND-1890,15.0,none,6.98,True
aa25e94f-bfa0-4347-ab29-0de031b8b485,scooter,IND-5555,21.0,electric,5.36,True
d4f4f515-de1c-4156-8ff1-98020bb07ecb,scooter,IND-6527,12.0,diesel,4.44,True
448049f0-98ef-4a8f-90eb-7a0c0cfaee94,bike,IND-3909,11.0,none,2.76,True
a613b9e1-5fa0-4dcf-aa8e-85b11ce410bf,van,IND-4253,464.0,electric,5.58,True
cf4adc76-e26b-4302-bc99-5411922917bb,bike,IND-3323,15.0,none,3.98,True
141d2cee-51a4-4a14-a536-50110b91e98e,van,IND-8559,441.0,gasoline,3.12,True
95b6d72c-90a5-4ac4-90c5-7df407fd2e36,van,IND-9371,524.0,electric,4.61,True
7e441998-115d-4b12-9b08-d3c9c30c6237,bike,IND-4949,14.0,none,5.51,True
cc2ed1bf-b2d5-44e8-9307-b9073fe9c094,scooter,IND-2137,16.0,electric,3.06,True
e23d4063-a93f-48de-8fb7-97b4df9d612e,bike,IND-5476,23.0,none,3.5,True
2650cf13-4bb7-4be6-ad2d-5e379bf7aeb9,scooter,IND-6973,20.0,diesel,7.25,True
0153b88f-7b9e-443c-804b-f2e08028b186,scooter,IND-4259,11.0,gasoline,2.3,True
1daf5fca-c201-4943-b5f3-02819b591e64,scooter,IND-3972,15.0,diesel,6.14,True
822fd96c-0c48-488e-b580-5fbd3ff9145b,scooter,IND-4048,12.0,diesel,7.6,True
82723254-936a-4c39-9a83-e1eb66d431fe,bike,IND-7693,16.0,none,7.65,True
b8ddab52-5d0f-4be3-90d7-e6686ca70fbf,scooter,IND-8369,14.0,diesel,4.75,True
762b1369-effc-470e-9a27-1a2d38378e3a,bike,IND-5205,22.0,none,4.51,True
1d74a0ca-c584-4d1d-aeae-b68c9c4c7625,scooter,IND-8272,16.0,diesel,5.11,True
eafcdfb3-cf89-4b8d-af64-c4643ce8fdbc,scooter,IND-3992,19.0,diesel,5.01,True
62176a99-41fb-4b00-96fd-fb5f24b8fb84,scooter,IND-5346,18.0,gasoline,3.98,True
3fd19da9-df27-4e31-ba98-1c7f0b560393,scooter,IND-9617,20.0,electric,4.43,True
4253b0cb-69b8-4a8a-90d2-79663a7906cd,scooter,IND-5228,25.0,diesel,5.42,True
234f4607-db40-4da6-a2ae-703a50103177,bike,IND-5568,22.0,none,2.39,True
167a80ba-9dd5-485c-885f-fd257f29ed7f,van,IND-5883,413.0,diesel,3.28,True
6e9ae155-fd39-4824-a732-3224071702ff,van,IND-5119,694.0,diesel,7.1,True
50397a22-9faa-4f04-85f4-6a12c94446a6,scooter,IND-6840,17.0,diesel,4.09,True
e4414a7c-4fed-4779-9390-81f9b108d3e1,scooter,IND-9633,13.0,diesel,6.67,True
05611b13-7eb9-4a0b-96eb-9789274c6c41,bike,IND-7383,11.0,none,7.84,True
d60308c5-d81f-46ae-bf62-0de225b0dcc3,bike,IND-7149,11.0,none,4.23,True
be1717a2-f7c9-43e6-8a39-e40b0db53c44,scooter,IND-5992,19.0,diesel,7.69,True
aa20a095-1758-4869-859e-148d395fc27f,scooter,IND-1876,23.0,gasoline,6.14,True
84fdbc54-9408-4084-8766-f5baf35c01f6,bike,IND-9529,12.0,none,7.02,True
e0cba359-fa75-4495-9480-e529e6b01eeb,van,IND-7758,605.0,gasoline,7.0,True
83a958dd-f714-4cb0-b618-4f8c6b2d6b09,scooter,IND-7695,19.0,diesel,7.0,True
def75fb8-4ef8-4bc0-99fb-b1f4ad49f0cf,scooter,IND-8723,22.0,gasoline,6.9,True
280f759b-7c09-4a92-868b-c8a91f63c56f,van,IND-2204,499.0,gasoline,7.53,True
036ba787-ce87-4401-b6fd-fa194914d60a,scooter,IND-4342,22.0,diesel,3.38,True
93476371-8f67-4a5b-85b0-850625e2f042,scooter,IND-2888,23.0,electric,5.53,True
437ab4f7-66db-48d9-9f5c-dd8634b46620,bike,IND-7727,14.0,none,3.91,True
bcf64079-3dbd-4504-86a5-247d9d339775,scooter,IND-2582,18.0,gasoline,4.57,True
29daade3-ff9e-4360-860b-20bcbdbf6f57,van,IND-4649,384.0,diesel,4.37,True
f45d6159-5120-4c53-bb97-444754f4061d,scooter,IND-2194,24.0,electric,4.39,True
70756007-60e4-4e3e-b24a-95bdb2faa87b,scooter,IND-9371,16.0,electric,4.99,True
b3d13732-f6ad-4892-b5ca-e578fb15a3ce,scooter,IND-4670,20.0,electric,2.41,True
c44e328a-7266-44f0-8701-f2b0dff24342,scooter,IND-1453,19.0,electric,2.15,True
7cbb0353-3eff-41e2-b550-b81f4439bf9b,scooter,IND-2720,19.0,gasoline,7.61,True
50e24695-b314-49df-88b2-c79d03e8eeb6,scooter,IND-8465,22.0,gasoline,2.6,True
af807fb6-573c-4c39-8fbe-f06dece75447,scooter,IND-7448,23.0,diesel,5.48,True
6784cf11-f087-456f-a16a-6b35b4cff3bf,van,IND-6407,356.0,gasoline,6.7,True
e3953be7-ab81-4500-b9c6-d5c6c9278d24,scooter,IND-1587,16.0,electric,4.38,True
33c1d694-5682-4c6b-aedb-818bb492c0e1,bike,IND-6839,17.0,none,3.23,True
9c1ba4a0-a8ee-436f-bc4d-9df04dda329f,van,IND-3700,647.0,gasoline,2.2,True
c6202dbd-d716-4366-b3bb-7fedeb6b72cc,scooter,IND-5653,17.0,gasoline,3.16,True
4358a1ab-254a-4bec-a8b4-6c164ed31612,scooter,IND-4374,19.0,electric,6.54,True
c6671ba6-51fd-492f-8ee3-3ca2f870eea3,bike,IND-4646,22.0,none,5.72,True
9b9c0f92-620e-4eb5-aaf3-ec71fb2cfc4b,scooter,IND-8034,13.0,gasoline,6.89,True
a405ede3-e0f1-43c7-844b-48868ad4f017,scooter,IND-8832,16.0,gasoline,5.81,True
cdf25d11-cd83-43fe-a8c3-9cf85e420cb7,scooter,IND-8917,10.0,electric,6.21,True
8113afb3-9875-44fe-bf96-f76bb1c554eb,scooter,IND-4720,10.0,diesel,7.27,True
fee26eda-970c-4531-b712-33f1c2381cb4,van,IND-6062,585.0,diesel,7.4,True
a78a853a-86cf-4834-b7a8-4dea9b95159a,scooter,IND-6265,20.0,electric,6.87,True
29231584-7c54-4033-9856-c8787b042c0b,scooter,IND-9251,23.0,gasoline,5.37,True
155e2e79-b0c4-4173-ba68-ac79eba02af0,bike,IND-6797,17.0,none,3.76,True
d67a8c89-215e-4401-95d3-298cde0dd98d,scooter,IND-8536,15.0,electric,2.26,True
a041b17a-666a-4ca8-b157-b455db8a71ab,van,IND-2088,792.0,electric,5.75,True
293f602c-90fe-4619-b6c1-bad1ff07275f,bike,IND-3204,15.0,none,4.49,True
65469020-6937-42d1-a6d4-64c05200764e,van,IND-3839,530.0,gasoline,5.71,True
286b8fa0-fb2a-4e98-bd1f-87fc896c2749,bike,IND-3077,25.0,none,7.91,True
c4c28623-3a2a-4528-b14a-b5af67c6440b,scooter,IND-3361,18.0,diesel,3.14,True
7a66df5e-8554-43a4-92e3-5e86dcdefa23,scooter,IND-7389,10.0,electric,6.18,True
16bf2a56-594e-4d7f-b5b3-702989dc91b6,bike,IND-5265,12.0,none,3.76,True
accad2b7-1dab-43f0-b1b9-e5dfa4192172,bike,IND-4929,17.0,none,4.49,True
fad0cf92-e13e-4700-b112-ee665055ac0e,bike,IND-8302,18.0,none,2.38,True
abf2e64d-bbbf-4ee6-8db0-faaed17cfa01,van,IND-7379,399.0,diesel,4.33,True
13431707-df69-4b99-9d99-1559fd4d7621,scooter,IND-7454,23.0,diesel,6.45,True
ad01bc69-255b-4c3d-929a-474078ce82d3,scooter,IND-9968,21.0,electric,5.71,True
ddf2ae15-1dd0-4fcc-956f-53f39678fae3,scooter,IND-3965,23.0,electric,3.04,True
9bc1d33a-fdec-4e99-af90-e9d000b74e8d,scooter,IND-6409,16.0,electric,2.78,True
7f463998-0363-42bb-8a60-dfb4898544f8,scooter,IND-4630,17.0,gasoline,5.93,True
17488cc0-01a3-4c0d-932f-183dc02b1b14,scooter,IND-1841,12.0,electric,5.23,True
d0e85ef8-6648-4257-b598-978b69ad2e67,scooter,IND-9041,24.0,gasoline,6.56,True
f69c81be-68c6-47e4-8b10-e482ce4625e5,van,IND-8872,425.0,electric,5.37,True
3fc06c26-029c-4249-874e-ee3bcae37abf,bike,IND-2950,13.0,none,3.78,True
